name,city,county,state,zip,latitude,longitude,total_units,programs_and_designations,Sec8HCV,RuralSec515,Senior,LIHTC,PublicHsg,HOMEipp,Disabilities
Canyon Gate Apartments,Golden,Jefferson County,Colorado,80401,39.75562,-105.23167,53," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Canyon Print Cottages,Golden,Jefferson County,Colorado,80403,39.76651,-105.23173,196," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Golden Pointe Apartments,Golden,Jefferson County,Colorado,80401,NULL,NULL,56," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Lewis Court Apartments,Golden,Jefferson County,Colorado,80401,39.74754,-105.21286,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
979 Upham Court Apartments,Lakewood,Jefferson County,Colorado,80214,39.73222,-105.07885,10,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Belmar Groves,Lakewood,Jefferson County,Colorado,80226,39.7126,-105.07733,118," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Cedar Apartments,Lakewood,Jefferson County,Colorado,80226,39.71274,-105.07475,72,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Creekside West,Lakewood,Jefferson County,Colorado,80214,39.74442,-105.07155,83," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Eaton Terrace Residences,Lakewood,Jefferson County,Colorado,80226,39.71035,-105.05977,162," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fenton Place,Lakewood,Jefferson County,Colorado,80214,39.74263,-105.06014,9," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Foothills Green,Lakewood,Jefferson County,Colorado,80401,39.73082,-105.13189,72," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Homestead at Lakewood,Lakewood,Jefferson County,Colorado,80214,39.74923,-105.0815,59," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Maplewood Apartments,Lakewood,Jefferson County,Colorado,80228,39.70218,-105.13603,134," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Marston Pointe,Lakewood,Jefferson County,Colorado,80235,39.64513,-105.08463,160," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Panorama West Apartments,Lakewood,Jefferson County,Colorado,80228,39.71308,-105.14315,204," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Renaissance at Concord Plaza,Lakewood,Jefferson County,Colorado,80214,39.74552,-105.06622,75," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Residences at Creekside,Lakewood,Jefferson County,Colorado,80214,39.74432,-105.07052,118," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Rosewood Apartments,Lakewood,Jefferson County,Colorado,80214,39.75016,-105.07819,8," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Granville,Lakewood,Jefferson County,Colorado,80214,39.73731,-105.07973,113," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
The Heights by Marston Lake,Lakewood,Jefferson County,Colorado,80235,39.64661,-105.08274,220," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Tiffany Square Apartments,Lakewood,Jefferson County,Colorado,80214,39.73189,-105.05394,52," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Timberleaf Rehab,Lakewood,Jefferson County,Colorado,80215,39.73762,-105.09888,11,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Willow Glen, a Senior Living Community",Lakewood,Jefferson County,Colorado,80215,39.7435,-105.11133,70," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Winddrift Apartments,Lakewood,Jefferson County,Colorado,80232,39.68966,-105.07469,48," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Highland South Apartments,Wheat Ridge,Jefferson County,Colorado,80033,39.76928,-105.06684,117," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ho03jc,Wheat Ridge,Jefferson County,Colorado,80033,39.773942,-105.105334,12,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Jefferson County Housing Corporation,Wheat Ridge,Jefferson County,Colorado,80033,39.76962,-105.06372,12,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Jefferson Therapeutic Living,Wheat Ridge,Jefferson County,Colorado,80033,39.77996,-105.09755,6," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Wheat Ridge Town Center Apartments,Wheat Ridge,Jefferson County,Colorado,80033,39.76215,-105.0799,88," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Unity Village,Eads,Kiowa County,Colorado,81036,38.48006,-102.78299,10," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Burlington,Burlington,Kit Carson County,Colorado,80807,39.30349,-102.26199,31,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Burlington Manor,Burlington,Kit Carson County,Colorado,80807,39.30459,-102.28206,54," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Senter West Village Apartments,Burlington,Kit Carson County,Colorado,80807,39.30462,-102.2846,29," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Pioneer Valley,Flagler,Kit Carson County,Colorado,80815,39.29477,-103.06296,12," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
H9hom 99016c Healthy Living Systems,Vona,Kit Carson County,Colorado,0,39.302627,-102.746396,20,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pine River Valley,Bayfield,La Plata County,Colorado,81122,37.22607,-107.59012,16," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Cedar View I,Durango,La Plata County,Colorado,81301,37.3024643,-107.8379788,30," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cedar View II,Durango,La Plata County,Colorado,81301,37.29831,-107.85119,24," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Durango Housing Apartments,Durango,La Plata County,Colorado,81301,37.26754,-107.87344,97," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Durango Housing Apartments,Durango,La Plata County,Colorado,81301,37.28955,-107.8845,97," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
H8hom98082 Scr,Durango,La Plata County,Colorado,81303,37.21513,-107.79528,61,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Heritage Village Apartments,Durango,La Plata County,Colorado,81301,37.30284,-107.83713,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Merced De Las Animas,Durango,La Plata County,Colorado,81301,37.30333,-107.87103,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Pinon Terrace,Durango,La Plata County,Colorado,81301,37.28129,-107.84385,66," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Southwest Horizon Ranch,Durango,La Plata County,Colorado,81303,37.21984,-107.78939,61," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Springtree Village Apartments,Durango,La Plata County,Colorado,81301,37.29794,-107.85891,28," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Tamarin Square Apartments,Durango,La Plata County,Colorado,81301,37.27871,-107.87647,68," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Valle De Merced,Durango,La Plata County,Colorado,81301,37.25875,-107.81414,46," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Westwood Apartments,Durango,La Plata County,Colorado,81301,37.27155,-107.90136,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
H1hom00072 Rmmh Acquisition - Sawatch,Leadville,Lake County,Colorado,80461,39.25715,-106.30108,159,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mount Massive Manor,Leadville,Lake County,Colorado,80461,39.25323,-106.29464,24," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tabor Grand,Leadville,Lake County,Colorado,80461,39.24959,-106.29231,37," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Lone Tree Village Apartments,Estes Park,Larimer County,Colorado,80517,40.36992,-105.50095,57," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
South St Vrain Apartments,Estes Park,Larimer County,Colorado,80517,40.35433,-105.50506,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Talons Pointe,Estes Park,Larimer County,Colorado,80517,40.38907,-105.48868,44," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Trail Ridge Apartments,Estes Park,Larimer County,Colorado,80517,40.36437,-105.50303,24," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
97008 Care Rental,Fort Collins,Larimer County,Colorado,80522,40.584062,-105.080696,36,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Buffalo Run,Fort Collins,Larimer County,Colorado,80524,40.58787,-105.05518,144," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Bull Run Apartments,Fort Collins,Larimer County,Colorado,80524,40.59774,-105.03133,176," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Care Housing at Greenbriar Village,Fort Collins,Larimer County,Colorado,80524,40.60894,-105.06978,40," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Care Housing at Swallow Rd.,Fort Collins,Larimer County,Colorado,80526,40.60903,-105.07042,40," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Caribou Apartments,Fort Collins,Larimer County,Colorado,80525,40.53043,-105.04119,97," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Coachlight Plaza Apartments,Fort Collins,Larimer County,Colorado,80524,40.60806,-105.07164,68," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Colorado,Fort Collins,Larimer County,Colorado,80526,40.53683,-105.11504,63,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Colorado,Fort Collins,Larimer County,Colorado,80524,40.57765,-105.01348,40,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Colorado,Fort Collins,Larimer County,Colorado,80521,40.58359,-105.10566,44,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Country Ranch,Fort Collins,Larimer County,Colorado,80528,40.52175,-105.02291,118," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Dma Plaza I,Fort Collins,Larimer County,Colorado,80524,40.5842,-105.07545,126," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eagle Tree,Fort Collins,Larimer County,Colorado,80525,40.49284,-105.05917,36," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Fairbrooke Heights,Fort Collins,Larimer County,Colorado,80526,40.56344,-105.12885,36," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Fort Collins,Fort Collins,Larimer County,Colorado,80521,40.57606,-105.11652,154,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Fort Collins,Fort Collins,Larimer County,Colorado,0,40.523611,-105.096096,116,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
H2hom02040 Fort Collins Hsgcorp Acq,Fort Collins,Larimer County,Colorado,80521,40.594521,-105.128175,95,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Harmony Road Apartments,Fort Collins,Larimer County,Colorado,80525,40.53224,-105.05616,22," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hickory Hill,Fort Collins,Larimer County,Colorado,80526,40.54006,-105.09239,92," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mosaic Housing III,Fort Collins,Larimer County,Colorado,80526,40.53749,-105.10844,18," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Northern Hotel,Fort Collins,Larimer County,Colorado,80524,40.58849,-105.07654,47," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Oakbrook I Apartments,Fort Collins,Larimer County,Colorado,80525,40.54456,-105.06906,107," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Oakbrook II Apartments,Fort Collins,Larimer County,Colorado,80525,40.54334,-105.06817,100," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Provincetowne Green Communities,Fort Collins,Larimer County,Colorado,80525,40.49205,-105.06192,85," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Reflections Senior Apartments,Fort Collins,Larimer County,Colorado,80525,40.5282,-105.07266,72," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Rose Tree Village Apartments,Fort Collins,Larimer County,Colorado,80526,40.53891,-105.09483,120," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sanctuary Place,Fort Collins,Larimer County,Colorado,80526,40.52877,-105.15506,60," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Springfield Court Apartments,Fort Collins,Larimer County,Colorado,80526,40.5336036,-105.115686,63," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
The Residence at Oakridge,Fort Collins,Larimer County,Colorado,80525,40.52133,-105.0526,44," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Village on Elizabeth,Fort Collins,Larimer County,Colorado,80521,40.57425,-105.11804,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Village on Stanford,Fort Collins,Larimer County,Colorado,80525,40.55118,-105.06995,82," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
West Swallow,Fort Collins,Larimer County,Colorado,80526,40.54816,-105.09993,40,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Willow Grove Village,Fort Collins,Larimer County,Colorado,80526,40.54025,-105.09504,72," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Windtrail Development,Fort Collins,Larimer County,Colorado,80526,40.55853,-105.09382,50,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Windtrail Park Apartments,Fort Collins,Larimer County,Colorado,80526,40.55885,-105.09539,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Woodbridge Senior,Fort Collins,Larimer County,Colorado,0,40.57469,-105.105359,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
